"ID","URL","PDF","Country","Province","Date","Completion","Trial status","Design","Blinding","Arms","COVID-19 status","Patient setting","Outcome","Treatment","Size"
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Florida","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Illinois","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Indiana","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Maryland","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Massachusetts","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Michigan","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","New York","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","North Carolina","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Ohio","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Pennsylvania","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Texas","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"NCT04427501","https://ClinicalTrials.gov/show/NCT04427501",NA,"United States","Virginia","2020-Jun","2020-Aug","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Visits or Returns to Emergency Department, Viral Load or Clearance","mAB, SOC",400
"CTRI/2020/04/024729","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42933",NA,"India","New Delhi","2020-Apr",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear",NA,"HCQ, SOC",60
"EUCTR2020-001206-35-AT","https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001206-35",NA,"Austria","Vienna","2020-Mar",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear","Mortality, ICU Admission, Organ Failure or Dysfunction (SOFA), Angiotensins, ACE, ACE-II, PaO2-FiO2","ACEi + ARBs, Other",798
"JPRN-JRCTS061200002","https://jrct.niph.go.jp/latest-detail/jRCTs061200002",NA,"Japan","Okayama","2020-May",NA,"Recruiting","Randomised","Unspecified",2,"Confirmed Or Suspected","Unclear","Mortality, Fever, Adverse Events","Other, SOC",100
"CHICTR2000030535","http://www.chictr.org.cn/showproj.aspx?proj=49790",NA,"China","Sichuan","2020-Mar","2020-Mar","Recruiting","Randomised","Unspecified",2,"Confirmed","Unclear","Mortality, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, Radiographic Findings","LPV/r + IFN, LPV/r + IFN + Other",100
"NCT04388514","https://ClinicalTrials.gov/show/NCT04388514",NA,"Italy","Udine","2020-May","2020-Oct","Recruiting","Randomised","Single",2,"Confirmed","Unclear","ICU Admission, Hospitalization","Respiratory support, SOC",90
"NCT04383535","https://ClinicalTrials.gov/show/NCT04383535",NA,"Argentina","Buenos Aires","2020-May","2020-Aug","Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events, Ferritin, D-Dimer, Antibodies","Plasma based therapy, SOC",333
"NCT04392141","https://ClinicalTrials.gov/show/NCT04392141",NA,"Iran","Kermanshah","2020-May","2020-Jun","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, C-Reactive Protein, IL-6, Lymphocyte Count, Erythrocyte Sedimentation Rate","Colchicine + Alternative therapy, SOC",200
"NCT04334044","https://ClinicalTrials.gov/show/NCT04334044",NA,"Mexico","Mexico","2020-Apr","2020-Jun","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Unclear","Mortality, ICU Admission, Pneumonia or ARDS, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, D-Dimer","JAKi",20
"NCT04398004","https://ClinicalTrials.gov/show/NCT04398004",NA,"Greece","Athens","2020-May","2022-May","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Unclear","Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, IL-1, IL-6, IL-8, IL-10, Tumor Necrosis Factor (Any), Monocyte Count","Antibiotics",90
"NCT04401527","https://clinicaltrials.gov/show/NCT04401527",NA,"United States","Arizona","2020-May",NA,"Not Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear",NA,"Antihypertensive, SOC",200
"CHICTR2000032915","http://www.chictr.org.cn/showproj.aspx?proj=53658",NA,"China","Heilongjiang","2020-May","2020-Dec","Recruiting","Randomised","Unspecified",2,"Confirmed","Unclear","Viral Load or Clearance, Fever, Urine Sample, Blood Pressure, ECG, Radiographic Findings, Renal Outcome (Unspecified)","Other, SOC",240
"NCT04403243","https://clinicaltrials.gov/show/NCT04403243",NA,"Russia","Moscow","2020-May",NA,"Recruiting","Randomised","Open-Label",4,"Confirmed","Unclear",NA,"Colchicine, JAKi, mAb, SOC",70
"CHICTR2000030020","http://www.chictr.org.cn/showproj.aspx?proj=49812",NA,"China","Hunan","2020-Feb","2022-Feb","Recruiting","Single-Arm","Open-Label",1,"Confirmed Or Suspected","Unclear","Viral Load or Clearance, Radiographic Findings","Stem cells",20
"NCT04425915","https://clinicaltrials.gov/show/NCT04425915",NA,"India","New Delhi","2020-Jul",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any)","Plasma based therapy, SOC",400
"CHICTR2000033774","http://www.chictr.org.cn/showproj.aspx?proj=55097",NA,"China","Zhejiang","2020-Jun","2020-Dec","Not Recruiting","Randomised","Unspecified",2,"Confirmed Or Suspected","Unclear","ICU Admission, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Dyspnea","Other, SOC",30
"CTRI/2020/05/025022","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43183",NA,"India","New Delhi","2020-May",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear",NA,"HCQ, SOC",166
"2020-001736-95","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001736-95/GB/",NA,"United Kingdom","London","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, Respiratory Rate, Quality of Life","Other, SOC",825
"NCT04403685","https://clinicaltrials.gov/show/NCT04403685",NA,"Brazil","Brasilia","2020-May",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear",NA,"SOC, TCZ",150
"KCT0005105","http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=16795",NA,"South Korea","Seoul","2020-Jun",NA,"Recruiting","Randomised","Unspecified",3,"Confirmed","Unclear",NA,"Corticosteroids, HCQ + Corticosteroids, SOC",141
"NCT04334512","https://ClinicalTrials.gov/show/NCT04334512",NA,"United States","California","2020-Apr","2021-Jun","Recruiting","Randomised","Double",5,"Confirmed","Unclear","Viral Load or Clearance, Radiographic Findings",NA,600
"JPRN-UMIN000040479","https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000046202",NA,"Japan","Tokyo","2020-May",NA,"Recruiting","Single-Arm","Open-Label",3,"Healthy","Unclear",NA,"Other",30
"2020-002233-15","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-002233-15/DE/",NA,"Germany","Berlin","2020-May",NA,"Recruiting","Randomised","Single",3,"Confirmed","Unclear","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, C-Reactive Protein, Ferritin, IL-6, Weight, Height or BMI, Coagulation Test, LDH, Blood Pressure, SpO2, Respiratory Rate","Other, SOC",NA
"DRKS00021447","https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00021447",NA,"Germany","Berlin","2020-Apr",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear","Mortality, ICU Admission, Hospital Discharge, Invasive Mechanical Ventilation or ECMO, IL-6, Renal Outcome (Unspecified)","Cytokine removal, SOC",100
"NCT04429711","https://ClinicalTrials.gov/show/NCT04429711",NA,"Israel","Jerusalem","2020-Jun","2020-Sep","Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear","Viral Load or Clearance","Ivermectin, SOC",100
"IRCT20131215015805N2","http://en.irct.ir/trial/46887",NA,"Iran","Tehran","2020-May","2020-Jun","Completed","Randomised","Double",2,"Confirmed","Unclear","Mortality, Hospitalization, Pneumonia or ARDS, Radiographic Findings","Other, SOC",50
"IRCT20170210032478N3","http://en.irct.ir/trial/47173",NA,"Iran","Tehran","2020-Apr","2020-Jun","Completed","Randomised","Open-Label",2,"Confirmed","Unclear","Visits or Returns to Emergency Department, Clinical Improvement Score (Any), Pneumonia or ARDS, C-Reactive Protein","Other, SOC",50
"NCT04338698","https://ClinicalTrials.gov/show/NCT04338698",NA,"Pakistan","Islamabad","2020-Apr","2020-Sep","Not Recruiting","Randomised","Double",3,"Confirmed","Unclear","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO",NA,500
"NCT04363866","https://ClinicalTrials.gov/show/NCT04363866",NA,"United States","Oregon","2020-Apr","2020-Dec","Not Recruiting","Randomised","Single",2,"Confirmed And Suspected","Unclear","Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Adverse Events, Serious Adverse Events, Quality of Life","HCQ, SOC",40
"NCT04339712","https://ClinicalTrials.gov/show/NCT04339712",NA,"Greece","Athens","2020-Apr","2022-Apr","Recruiting","Non-Randomised","Open-Label",2,"Yes","Unclear","Mortality, Organ Failure or Dysfunction (SOFA)","Anakinra, TCZ",40
"NCT04351919","https://ClinicalTrials.gov/show/NCT04351919",NA,"Tunisia","Tunis","2020-Apr","2020-Jul","Not Recruiting","Single-Arm","Open-Label",1,"Yes","Unclear","Other Mild Symptoms","HCQ",400
"CHICTR2000031494","http://www.chictr.org.cn/showproj.aspx?proj=51904",NA,"China","Hubei","2020-Apr","2020-Dec","Recruiting","Single-Arm","Unspecified",2,"Confirmed","Unclear","Radiographic Findings",NA,36
"2020-001606-33","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001606-33/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",3,"Confirmed","Unclear","Mortality, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Fever, Adverse Events, Treatment-emergent Adverse Events, Ferritin, D-Dimer, LDH, PaO2-FiO2, Respiratory Rate",NA,NA
"NCT04409522","https://ClinicalTrials.gov/show/NCT04409522",NA,"Iran","Tehran","2020-Jun","2020-Jun","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Cough, C-Reactive Protein, Erythrocyte Sedimentation Rate, SpO2","Melatonin, SOC",55
"NCT04377503","https://clinicaltrials.gov/show/NCT04377503",NA,"Brazil","Maranhao","2020-Feb",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear",NA,"Corticosteroids, TCZ",40
"NCT04327349","https://ClinicalTrials.gov/show/NCT04327349",NA,"Iran","Mazandaran","2020-Mar","2020-May","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Unclear","Mortality, Hospitalization, Non-invasive Ventilation, C-Reactive Protein, IL-6, Tumor Necrosis Factor (Any), White Blood Cell Count, Creatinine Phosphokinase, CK-MB, ALT, LDH, IgG, IgM or IgA, CD4, CD8, PaO2-FiO2","Plasma based therapy",30
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Brazil","Bahia","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Brazil","Distrito Federal","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Brazil","Brasilia","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Brazil","Minas Gerais","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Brazil","Para","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Brazil","Rio Grande Do Norte","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Brazil","Rio Grande Do Sul","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Brazil","Santa Catarina","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"NCT04327401","https://ClinicalTrials.gov/show/NCT04327401",NA,"Israel","Jerusalem","2020-Mar","2020-Aug","Not Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Mortality, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","Dexamethasone, SOC",350
"CHICTR2000029991","http://www.chictr.org.cn/showproj.aspx?proj=49666",NA,"China","Jiangxi","2020-Feb","2020-Jul","Recruiting","Randomised","Open-Label",3,"Confirmed","Unclear","Viral Load or Clearance, Pneumonia or ARDS, Cough, Fever","SOC, TCM",72
"NCT04399889","https://ClinicalTrials.gov/show/NCT04399889",NA,"United States","North Carolina","2020-May","2021-Apr","Recruiting","Single-Arm","Quadruple",3,"Confirmed","Unclear",NA,"SOC, Stem cells",30
"IRCT20200611047735N1","http://en.irct.ir/trial/48843",NA,"Iran","Tehran","2020-Jun","2020-Sep","Recruiting","Randomised","Double",2,"Confirmed","Unclear",NA,"Alternative therapy, SOC",40
"2020-001667-85","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001667-85/FR/",NA,"France","Paris","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Unclear","Serious Adverse Events","Corticosteroids, SOC",NA
"NCT04395911","https://clinicaltrials.gov/show/NCT04395911",NA,"United States","Colorado","2020-May",NA,"Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Unclear","Mortality, Renal Outcome (Unspecified)","Device",35
"NCT04382391","https://ClinicalTrials.gov/show/NCT04382391",NA,"United States","Pennsylvania","2020-May","2020-Sep","Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear","Mortality, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","Device, SOC",20
"NCT04384588","https://clinicaltrials.gov/show/NCT04384588",NA,"Chile","Santiago","2020-Apr",NA,"Recruiting","Non-Randomised","Open-Label",4,"Confirmed","Unclear","Mortality","Plasma based therapy",100
"NCT04255017","https://clinicaltrials.gov/show/NCT04255017",NA,"China","Beijing","2020-Feb",NA,"Recruiting","Randomised","Single",4,"Confirmed","Unclear","Clinical Improvement Score (Any), Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, C-Reactive Protein, Erythrocyte Sedimentation Rate, CK-MB, ALT, PaO2-FiO2, Radiographic Findings","LPV/r, Oseltamivir, SOC, Umifenovir",400
"CHICTR2000030225","http://www.chictr.org.cn/showproj.aspx?proj=49945",NA,"China","Shanghai","2020-Feb","2020-Dec","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear","Hospitalization, Hospital Discharge, Clinical Improvement Score (Any)","SOC, TCM",186
"CHICTR2000032769","http://www.chictr.org.cn/showproj.aspx?proj=53368",NA,"China","Beijing","2020-May",NA,"Recruiting","Randomised","Double",2,"Confirmed","Unclear","Viral Load or Clearance, Non-invasive Ventilation, Cough, Fever, Other Mild Symptoms, Adverse Events, Radiographic Findings","DAA, SOC",342
